Time,V1,V2,V3,V4,V5,V6,V7,V8,V9,V10,V11,V12,V13,V14,V15,V16,V17,V18,V19,V20,V21,V22,V23,V24,V25,V26,V27,V28,Amount,Class
604.0,-0.9316,0.6148,1.8745,0.5365,0.8327,0.4117,0.7186,0.0435,-0.3629,-0.161,0.7028,0.2755,-0.9768,0.0478,-0.785,-0.6275,-0.111,-0.1341,0.3183,-0.0341,-0.0569,0.0472,-0.3704,-0.3093,0.5451,-0.3144,-0.2429,-0.1345,10.8,0
605.0,0.8884,-0.6299,1.3442,0.7158,-1.4491,-0.1882,-0.7668,0.2064,0.5405,0.0265,1.3661,0.6147,-0.4043,0.1347,0.9617,1.0264,-0.8342,0.9493,-0.443,0.1556,0.3593,0.7369,-0.1271,0.5735,0.086,0.4297,-0.0098,0.0454,134.7,0
607.0,1.0383,-0.3014,0.9102,0.8639,-0.7417,0.0901,-0.4098,0.0767,0.685,-0.3062,-0.4021,0.9248,0.836,-0.45,0.2421,-0.3376,0.1198,-0.7166,-0.4476,0.0401,0.135,0.5543,-0.1389,0.1685,0.4239,0.5306,0.015,0.028,69.99,0
610.0,0.9654,-0.56,-0.024,0.7933,-0.4163,-0.2056,0.1079,-0.0633,0.6734,-0.2372,-1.6028,-0.3967,-0.9932,0.1439,-0.0049,0.0366,-0.2025,-0.2676,0.4882,0.1764,-0.1983,-0.8203,-0.2256,-0.446,0.4657,0.3073,-0.0625,0.0312,174.88,0
636.0,-1.5383,0.6514,1.2628,-0.0904,1.0364,-0.9608,-0.9442,-2.7043,0.6426,0.036,-0.845,0.5263,-0.1242,-0.3299,-0.8942,-0.2258,-0.1413,-0.7195,-0.3754,-0.9048,2.1002,-1.0497,-1.1911,0.4727,-0.9599,-0.0502,0.0999,0.077,32.51,0
647.0,1.2041,0.2129,0.0817,0.5364,-0.1695,-0.8398,0.2664,-0.1862,-0.415,0.1323,1.4408,1.0593,0.2811,0.5508,0.0573,0.1842,-0.5569,-0.0268,0.1699,-0.0405,0.0091,-0.0029,-0.0932,0.3751,0.5436,0.3472,-0.0571,-0.0003,23.43,0
651.0,-0.6185,0.7133,2.1628,4.8611,0.8027,0.1611,-0.1202,0.1144,-1.746,1.2962,-0.9237,0.2607,1.2833,-0.3549,-0.3112,-0.6101,0.4986,-0.2261,1.2867,0.4215,0.124,0.4329,0.0089,0.4291,-0.4136,0.3307,0.1878,0.1915,4.2,0
654.0,-0.8782,-0.2251,1.9281,-2.6217,0.0519,-0.1272,-0.2787,0.4648,0.9566,-1.6298,1.6094,0.6873,-1.0848,0.3669,1.3393,-0.3025,-0.2056,0.0082,-0.4407,-0.1222,0.2375,0.619,-0.0761,-0.2752,-0.3231,-0.1808,0.1216,0.1068,0.05,0
654.0,1.24,0.6878,-0.2313,1.3095,0.051,-1.1919,0.315,-0.2594,-0.1215,-0.5735,0.0868,0.0857,0.2328,-1.105,1.0299,0.4916,0.6583,0.4335,-0.5849,-0.0887,-0.0489,-0.057,-0.1223,0.2842,0.7003,-0.3285,0.0336,0.0518,1.0,0
655.0,-1.4941,0.3923,1.6613,-2.4575,-0.6713,0.135,-0.3741,0.8771,0.8002,-1.5573,1.5718,0.769,-0.9888,0.6054,1.6329,-0.3362,0.1277,0.076,-0.004,-0.1374,0.1664,0.5153,0.0152,-0.2757,0.1787,-0.021,0.1049,0.0229,24.9,0
659.0,-0.9073,1.3856,0.3981,-0.6996,1.1157,0.7799,0.6712,0.1351,0.1873,0.7531,0.3146,0.0373,0.2452,-0.7193,0.6547,0.6496,-0.7211,0.4015,0.4056,0.5974,-0.4429,-0.825,-0.2137,-1.7743,0.0959,0.1768,0.4038,0.0457,8.9,0
665.0,1.2708,-0.8395,0.4079,-0.3883,-1.2798,-0.8299,-0.5497,-0.1165,-0.2648,0.4978,-0.8042,-0.9829,-1.1702,-0.2094,-0.3473,0.6429,0.7507,-1.6055,0.9286,0.0955,0.0026,-0.1021,-0.0747,0.3766,0.4932,-0.2464,-0.006,0.0215,73.0,0
670.0,-1.1602,0.7594,1.4312,-0.3119,0.8777,-0.26,1.9003,-1.3561,0.8683,1.7639,1.1873,-0.4015,-1.0985,-0.8097,-0.0377,0.0789,-1.5984,0.4154,-0.4768,-0.0352,-0.1132,0.3832,-0.4364,-0.0179,0.0211,-0.7227,-1.668,-0.7942,57.7,0
672.0,-0.3477,0.5326,-0.082,0.1769,2.4071,4.0302,0.6196,0.7219,-0.3066,0.1353,-0.5339,-0.2372,-0.2328,-0.0638,0.1924,-0.6647,-0.2564,0.2245,1.4373,0.5411,-0.119,-0.1305,-0.0586,1.0044,0.1485,-0.2687,0.2226,-0.0163,94.86,0
696.0,1.1474,-0.3823,1.1355,0.1192,-1.0036,0.0262,-0.7118,0.1457,0.9999,-0.4562,-0.327,0.8463,0.6231,-0.5315,0.487,-0.1557,0.1716,-0.9068,-0.1347,-0.0304,-0.0755,0.0069,0.0711,0.1791,0.0537,1.0162,-0.0165,0.0167,22.61,0
705.0,-0.5905,0.756,1.6205,-0.1096,0.0625,-0.3108,0.3866,0.2796,-0.4918,-0.1464,1.5067,0.1903,-1.25,0.6119,0.5142,0.0946,-0.2242,-0.2282,-0.1238,0.0284,-0.1386,-0.4305,0.0593,0.1729,-0.3575,0.0746,0.2662,0.1093,4.99,0
707.0,0.1055,0.9583,0.3265,0.8534,1.1496,0.4229,0.7999,-0.0222,-0.7608,-0.0492,-1.2715,0.2252,1.3641,0.2019,1.2539,-0.2425,-0.4295,-0.508,1.0183,0.1207,-0.3065,-0.8412,0.2703,-1.3696,-1.3124,-0.8191,0.2896,0.2486,25.0,0
711.0,1.3415,-0.0668,-0.1188,-0.455,-0.0305,-0.1724,-0.1822,0.0114,0.139,-0.006,0.3602,0.278,-0.2211,0.45,0.5695,0.8136,-0.9538,0.4325,0.8044,-0.0524,-0.1413,-0.4371,-0.1037,-0.7772,0.3522,1.0168,-0.0917,-0.0196,0.77,0
714.0,1.1767,0.2141,0.5232,0.446,-0.16,-0.1775,-0.0639,0.0334,-0.3436,0.0351,1.8437,1.5831,1.0392,0.299,0.4924,0.1683,-0.4434,-0.5971,-0.1924,-0.0626,-0.1693,-0.4496,0.1442,0.0353,0.1431,0.1043,-0.0108,0.007,0.89,0
714.0,1.1747,0.2141,0.3496,0.9213,-0.1605,-0.3192,0.0122,-0.0194,-0.1878,0.1479,1.0187,0.8744,0.1899,0.465,0.3529,0.5024,-0.8837,0.4361,0.055,-0.0627,-0.0304,-0.1379,-0.083,-0.0579,0.5311,-0.4582,0.017,0.0167,24.95,0
719.0,-1.3135,1.4621,-0.1524,-1.6014,2.99,3.3592,1.0645,-0.2228,1.3927,2.4862,0.5781,-0.7505,-0.222,-1.7588,1.3515,0.1627,-1.0663,0.0842,0.1628,1.1567,-0.6823,-0.9864,-0.1606,0.9147,0.0877,-0.0693,-0.459,-0.6937,8.96,0
723.0,1.1691,-2.0196,1.5028,-0.6648,-2.6415,0.2704,-1.8287,0.2301,-0.1311,0.9788,-1.6531,-0.7046,-0.5401,-1.4578,-1.9342,-1.1304,1.3841,-0.1015,0.3885,-0.1786,-0.2484,-0.1526,-0.0971,0.4091,0.3179,-0.0914,0.0838,0.051,131.95,0
729.0,-0.8371,0.8268,2.5102,1.4451,-0.3377,1.4814,-0.246,-1.5109,0.8711,0.2667,0.7224,0.9111,-1.2252,-0.8066,-2.004,-1.6299,0.9194,-0.5678,1.496,-0.2918,1.1905,-0.7478,0.1476,0.1909,-0.5024,-0.5227,-0.1558,-0.2913,13.94,0
731.0,1.2255,0.2055,0.4564,1.3572,-0.1659,-0.1347,-0.006,-0.0995,0.4059,-0.1476,-1.1742,0.8229,0.98,-0.3701,-0.5265,-0.2967,-0.2488,-0.3404,0.1571,-0.0737,-0.0827,0.0606,-0.2018,-0.0918,0.8431,-0.2422,0.0432,0.0192,9.95,0
735.0,-2.6474,2.2451,2.3697,2.2934,-0.8441,0.2915,0.0084,-0.0002,1.3213,3.9822,-0.3959,-1.2446,-0.8313,-1.1029,2.2453,0.2757,-0.5131,0.7549,0.1795,1.3551,-0.2144,0.6433,-0.1427,0.3362,0.4314,0.412,1.0122,0.3746,10.38,0
741.0,0.9444,-1.7318,-0.1306,-1.1723,-1.5414,-0.9098,-0.2894,-0.3397,-2.4821,1.4886,1.5387,0.2501,1.0723,-0.0081,-0.3993,-0.5051,0.4067,0.199,-0.0366,0.2848,0.0384,-0.1303,-0.2727,0.5578,0.4245,-0.2074,-0.0426,0.0545,294.95,0
744.0,0.8465,-0.6482,0.9097,1.2789,-0.8481,0.7235,-0.7065,0.4538,0.7625,0.0425,0.575,-0.0607,-1.9268,0.3708,0.3935,0.3948,-0.395,0.627,-0.4593,-0.0023,0.2386,0.4647,-0.2043,-0.3273,0.3308,-0.2176,0.042,0.0379,138.0,0
756.0,-1.3724,0.9201,-0.7769,0.9005,0.7435,-0.9587,0.5251,0.0594,-0.1691,0.6884,-1.3371,-0.0906,0.3424,0.5105,0.7942,-0.1806,-0.3579,0.1278,0.7725,-0.3862,-0.0232,0.5139,0.5267,-0.4369,-0.3905,-0.3565,0.1874,0.1934,2.69,0
761.0,-0.5411,-2.2056,-0.0071,2.9107,-0.3807,1.9098,0.6218,0.3791,-0.6544,0.1056,0.416,0.1951,-0.155,0.5367,1.9124,-0.2292,0.5293,-2.0729,-2.8017,1.304,0.3825,-0.6301,-0.4075,-0.9762,-0.4361,-0.2131,-0.0737,0.1554,792.2,0
765.0,1.1322,0.249,0.8827,1.0455,-0.5561,-0.536,-0.1143,-0.0166,-0.1919,0.1057,1.6675,1.4066,0.6784,0.2987,0.3769,0.4786,-0.7653,0.1507,-0.164,-0.0587,-0.1116,-0.3555,0.1066,0.5058,0.261,-0.6566,0.036,0.03,16.45,0
766.0,1.2673,-0.3596,-0.0896,-0.3019,-0.4737,-0.66,0.0022,-0.2087,-1.5482,0.8842,1.0374,0.7951,0.7342,0.4322,-0.1074,-1.1967,-0.3885,1.0255,-0.2579,-0.3454,-0.6774,-1.6591,0.1213,-0.031,0.1841,0.1355,-0.05,0.0114,62.85,0
776.0,1.1396,0.1599,0.0498,0.5424,-0.0247,-0.7889,0.4809,-0.3324,-0.3146,-0.147,-0.3549,0.9832,1.7257,0.0959,0.8027,0.2958,-0.6092,-0.8824,0.2166,0.1806,-0.462,-1.5084,0.1058,-0.1143,0.1833,-0.1121,-0.0498,0.0314,88.88,0
784.0,-2.2568,0.766,1.472,-1.234,-0.5685,1.1827,-1.0275,-5.9518,-0.1108,-0.8519,1.8289,1.3975,0.3408,-0.1056,0.1182,0.7078,-0.799,-0.1102,-1.2811,0.7572,-2.4668,1.9578,-0.215,0.3521,-0.665,0.844,-0.555,-0.6257,203.83,0
789.0,-0.622,0.7086,1.1643,-0.5192,1.3011,1.187,0.809,-0.04,0.2957,0.394,-0.2602,0.1453,-0.0414,-0.5429,-0.6572,-0.1944,-0.7556,0.0108,0.9529,0.3722,-0.3626,-0.3436,-0.4337,-1.6742,0.1057,0.3075,0.1249,-0.2485,11.38,0
792.0,-2.4963,1.1574,3.7702,-0.2302,0.0071,0.5063,1.6292,-2.2673,4.3049,4.08,-0.1904,-0.6849,-1.2558,-3.8868,-1.2658,-1.88,-0.4884,-0.903,0.576,1.0357,-0.5946,0.106,-0.5586,0.7325,0.0699,-0.0307,-2.8877,-1.6837,3.37,0
802.0,1.0821,0.0187,0.7313,1.3828,-0.414,0.1958,-0.2618,0.2157,0.303,0.0163,1.1711,1.0998,-0.6505,0.1779,-0.8766,-0.5438,0.1287,-0.3648,-0.1826,-0.2042,0.0307,0.3097,-0.0788,0.2344,0.5929,-0.2708,0.0475,0.0104,11.99,0
803.0,1.152,-0.4045,0.8646,-0.0267,-0.8806,-0.1124,-0.546,0.0461,0.8233,-0.4291,-0.2837,0.9472,0.9358,-0.5393,0.3149,-0.2847,0.241,-0.9731,-0.1131,0.0262,0.0742,0.4523,-0.062,0.226,0.2181,1.5562,-0.0558,0.0062,34.9,0
805.0,-0.3488,0.9426,0.7721,-0.1028,0.0419,0.1629,-0.0155,0.515,-0.3729,-0.6928,-1.0572,0.3739,1.1495,0.116,1.0587,0.3739,-0.4068,-0.2061,-0.2928,-0.1275,0.1358,0.3526,-0.05,-0.7239,-0.368,0.3195,-0.0669,-0.0307,8.9,0
816.0,-0.3062,1.2276,1.6569,2.3105,0.463,-0.0229,0.5852,0.032,-1.3608,0.5093,-1.1128,-0.7455,-0.152,0.2988,0.9362,0.453,-0.4576,0.0457,0.4065,0.0563,-0.1641,-0.5781,-0.0113,-0.1993,-0.5062,-0.161,0.1344,0.1518,5.8,0
817.0,1.1384,-0.3637,1.1722,0.8344,-1.0979,0.1149,-0.8521,0.3362,1.2579,-0.2197,-0.8837,-0.6358,-2.1598,0.0558,0.6913,-0.0272,0.2288,-0.4169,-0.3838,-0.274,-0.0898,-0.1343,0.0882,0.0628,0.1081,0.3535,0.0193,0.0191,8.04,0
824.0,-0.9691,-0.0771,2.3019,0.5511,-1.0853,0.1615,0.2794,-0.0431,-1.0562,1.0061,-0.3891,-1.4342,-1.5052,0.0596,1.9877,-1.8956,0.4307,1.4852,-0.693,-0.2126,-0.2419,-0.0227,-0.0563,0.3292,0.0575,-0.1237,0.1226,-0.0486,144.0,0
854.0,1.1117,0.2154,0.3553,1.0146,-0.1456,-0.2842,0.0609,0.0377,-0.2896,0.1331,1.7008,1.0051,-0.1866,0.6394,0.4634,-0.1021,-0.3212,-0.1626,-0.5213,-0.1403,0.1297,0.3784,-0.0709,0.2361,0.5498,-0.3304,0.0232,0.0116,21.03,0
856.0,-0.9167,0.7499,2.0677,0.0951,-0.2378,-0.343,0.4547,0.0121,0.4328,-0.692,-1.1192,0.0866,-0.2716,-0.4789,-0.7376,0.1421,-0.5542,0.0635,-1.0339,-0.2589,0.2167,0.6938,-0.2824,0.4106,0.0892,-0.4695,-0.1279,0.1623,23.9,0
861.0,-0.946,1.2328,0.8203,0.3111,0.9817,0.9352,0.5669,-0.0086,-0.6219,0.3809,0.455,0.8131,1.3485,0.0126,0.7147,-0.0072,-0.796,0.4032,0.9135,-0.044,0.1249,0.2846,-0.198,-1.3261,-0.1617,-0.3829,-0.4885,0.1445,10.0,0
862.0,1.1743,0.1807,0.5134,0.4509,-0.198,-0.1869,-0.0905,0.0566,-0.2811,0.0468,1.7732,1.3633,0.626,0.3816,0.5379,0.1879,-0.4198,-0.5462,-0.1899,-0.0869,-0.1734,-0.484,0.1482,0.024,0.1287,0.1055,-0.0137,0.0063,1.98,0
863.0,-2.8143,-2.341,1.4848,0.5022,2.5722,-1.9145,-0.6113,-0.3067,-0.0152,-0.0476,-0.1556,0.2258,0.2012,-0.1134,0.8489,-1.0376,0.5365,-1.0341,1.0222,-0.0931,-0.1354,0.039,-0.5165,0.2687,0.2586,1.2696,0.001,-0.2004,128.0,0
863.0,-0.535,0.5757,1.401,1.343,-0.1191,0.3192,1.2815,-0.1336,-0.1397,-0.0055,-0.6067,-0.2024,-0.5918,-0.0924,0.3037,-1.2536,0.5401,-0.5995,0.6959,0.4777,-0.011,0.2525,0.138,0.0703,-0.075,-0.2551,0.2155,-0.0098,148.59,0
872.0,1.0014,-0.5219,-0.1632,0.1715,-0.1311,0.145,0.0474,0.017,0.2491,-0.1304,0.152,0.6395,0.0012,0.2393,-0.2836,0.4605,-0.7385,0.2334,0.9133,0.2485,-0.1812,-0.7905,-0.2269,-0.8017,0.3906,0.4848,-0.0784,0.0149,158.0,0
875.0,-2.3768,2.2505,0.5137,1.1049,-0.5344,-0.2943,0.2198,0.5106,0.7139,1.6383,-0.2884,0.5976,0.0791,-0.1574,0.2481,-1.3236,0.8374,-0.8876,0.4258,0.7037,-0.163,0.199,-0.02,0.4118,0.1994,-0.2277,0.7764,0.6207,13.31,0
879.0,-1.1384,1.4583,1.3281,0.0322,-0.092,-0.8565,0.7488,0.3011,-1.1179,-0.703,0.2891,0.8115,0.9546,0.4514,0.7128,-0.517,0.3547,-1.0189,-0.4666,0.0801,0.075,0.2249,-0.1837,0.6642,0.4642,0.4128,0.1251,0.0547,19.51,0
884.0,-0.3863,1.0111,1.2842,0.0867,0.0293,-1.0495,0.607,-0.0238,-0.2743,-0.4814,-0.3406,-0.4753,-0.6367,-0.2759,0.9792,0.4157,0.0533,-0.0449,-0.0852,0.079,-0.2679,-0.755,0.0029,0.3135,-0.1841,0.0745,0.2389,0.0979,1.29,0
897.0,-0.3951,0.6072,1.416,-0.2396,-0.2064,0.0618,0.5354,0.0588,-0.0484,-0.4865,0.5482,0.8493,0.0314,-0.2163,-1.2369,-0.1972,-0.2437,0.1265,0.8711,-0.037,0.0206,0.2052,-0.2514,0.0906,0.1143,0.6208,-0.1315,-0.0125,42.35,0
899.0,1.3267,-1.2855,0.77,-1.4501,-1.6015,0.0188,-1.3457,0.1094,-1.9291,1.5184,1.4759,0.0953,0.9195,-0.3484,0.3506,-0.2591,0.377,0.3111,-0.5266,-0.2213,0.0506,0.4784,-0.028,0.0366,0.2361,-0.0975,0.0589,0.0225,57.0,0
911.0,-0.2314,0.8587,0.9394,0.5918,0.8141,0.339,0.693,0.0872,-0.183,-0.4901,-1.4838,0.0636,0.132,-0.094,-0.3742,-0.6145,-0.0718,-0.5365,0.0843,-0.1252,-0.0088,0.2189,-0.1864,-0.7455,-0.327,-0.4126,0.2147,0.1735,2.0,0
917.0,0.9935,-0.6441,-0.1629,0.2575,-0.2433,0.2237,-0.0514,0.0957,0.5402,-0.149,-0.1615,0.1928,-1.0363,0.3082,-0.6215,0.3003,-0.5265,0.2832,1.04,0.1768,-0.1875,-0.7836,-0.2548,-0.8144,0.4377,0.5451,-0.0812,0.0107,158.0,0
922.0,0.4145,-1.2565,-2.2201,0.4333,2.1059,3.2634,0.597,0.5306,-0.52,-0.0562,-0.1538,0.002,-0.0323,0.822,0.8974,0.2168,-0.8092,0.1719,-0.0853,0.9261,0.2346,-0.5014,-0.5945,1.0329,0.8294,-0.3152,-0.0968,0.0864,474.59,0
922.0,-2.8429,-1.1389,0.8022,-0.0928,1.5954,-1.5807,-0.1612,0.2632,-0.3402,-0.7451,-0.8248,1.7438,3.0784,-0.4342,-0.4675,0.1936,-0.5187,-0.6772,0.0704,0.0985,-0.1775,-0.2229,0.9942,-0.0531,0.2561,0.3459,0.1995,-0.0088,1.0,0
923.0,-0.6096,0.5113,1.1628,-0.4344,0.613,0.2816,0.9092,0.0596,-0.134,-0.9578,-1.3272,0.4363,0.802,-0.378,-0.6859,-0.2025,-0.3187,-0.8653,-0.4184,0.0488,-0.0914,-0.2016,-0.0254,-0.7327,-0.1425,0.1348,0.0829,0.131,69.81,0
925.0,1.0004,-0.6168,-0.1904,0.1842,-0.2479,0.1139,-0.0414,0.0914,0.4473,-0.0919,-0.0713,-0.0567,-1.3079,0.4998,-0.14,0.5219,-0.6637,0.394,0.9221,0.1646,-0.1963,-0.8977,-0.2112,-0.8375,0.3463,0.4892,-0.087,0.0121,158.0,0
926.0,-1.537,-0.0414,0.6298,-0.687,0.7961,-0.4858,-0.3027,0.7374,-0.0691,-0.6347,-0.4737,-0.133,-1.3903,0.6846,-0.7488,0.7204,-0.6935,0.5358,0.4989,0.1347,-0.108,-0.7012,-0.1845,-0.8516,-0.1295,0.3455,0.1785,-0.0542,1.0,0
929.0,-0.4122,0.643,1.7725,0.0827,-0.0332,-0.1878,0.6088,-0.0217,0.1443,-0.0466,0.6984,0.3942,-0.9468,-0.1805,-1.2531,-0.3573,-0.2206,0.17,0.6251,0.1109,-0.0269,0.3689,-0.2279,0.365,-0.2156,0.3195,0.1866,-0.0339,6.99,0
933.0,-0.4625,1.1253,2.1463,1.7655,0.1228,-0.0026,0.424,0.2253,-1.3637,0.3935,0.9458,0.0549,-0.5804,0.3725,-0.1685,1.0313,-0.9164,0.4033,-0.5424,-0.0988,-0.083,-0.4272,-0.0105,0.2515,-0.335,-0.3152,0.0502,0.0634,2.27,0
943.0,-0.9027,0.9705,1.2205,0.8471,-0.6798,0.4292,1.5421,-0.1592,-0.8875,-0.0129,0.8532,-0.2282,-0.9406,0.6178,0.8109,-0.0339,-0.3788,0.8602,1.2452,-0.1248,0.0698,0.2782,-0.2916,0.0131,0.4669,-0.1563,-0.0452,-0.025,213.1,0
950.0,-0.1943,1.4181,-0.1214,0.9236,0.2818,-0.7144,0.6065,0.268,-0.7786,-0.0748,-0.3688,0.4934,0.5487,0.7317,0.8195,-0.7534,0.2701,-0.5995,0.0165,-0.0671,0.2083,0.7574,0.0854,0.1042,-0.7433,-0.3851,0.3354,0.166,0.79,0
966.0,1.1894,0.2702,0.4015,0.7261,-0.3979,-0.8037,-0.025,-0.0517,0.0983,-0.3095,0.3428,0.1051,-0.4572,-0.1189,1.3886,0.1196,0.4261,-0.7799,-0.6754,-0.1615,-0.2454,-0.7053,0.2062,0.3435,0.0792,0.1059,-0.0102,0.0294,1.98,0
971.0,-1.3913,0.8899,1.9903,1.2181,1.0176,0.0283,0.5307,0.1924,-1.4225,0.3067,1.2269,0.5275,-0.0358,0.2644,-0.5615,0.8586,-0.9328,-0.3816,-1.6186,-0.2541,-0.0735,-0.4571,-0.0724,-0.03,-0.1373,-0.4368,-0.2305,0.2042,9.48,0
984.0,-0.4536,0.867,1.3304,-0.0308,0.0034,-0.371,0.3715,0.3238,-0.3444,-0.3208,1.5231,-0.3811,-2.1742,0.2368,0.6672,0.3273,0.2335,0.1054,-0.2215,-0.0499,-0.1952,-0.6022,0.0531,0.1141,-0.3633,0.0788,0.2444,0.0824,1.68,0
986.0,-0.542,1.0794,1.5203,-0.0443,-0.0979,-0.8998,0.6828,-0.0901,-0.2917,-0.1952,-0.4347,-0.1753,-0.1964,0.1515,0.882,0.1987,-0.3889,-0.3297,0.0219,0.0627,-0.215,-0.6126,0.0066,0.3532,-0.2081,0.0602,0.1307,0.1152,2.78,0
989.0,1.1648,0.262,0.6334,0.6471,-0.3434,-0.6708,0.107,-0.1716,-0.1951,-0.1588,0.5367,1.3081,1.6419,0.012,1.1081,-0.1486,-0.1055,-1.2665,-0.6149,-0.0139,-0.1827,-0.4634,0.1757,0.4341,0.1427,0.0977,-0.006,0.0247,17.49,0
990.0,-2.9603,-4.2683,-0.9592,0.343,-5.3193,1.9141,6.3597,-0.7581,-2.3579,-1.2471,-0.5242,-0.4391,1.3238,0.0807,0.6859,-1.0158,-0.2788,1.5822,-1.1405,3.3851,0.5263,-1.0905,4.095,0.1644,0.4634,0.1718,-0.5915,0.1521,1736.0,0
1023.0,1.203,0.2374,0.6288,0.5488,-0.4819,-0.7743,-0.0056,-0.0974,-0.2974,0.0894,1.743,1.3668,0.6485,0.3579,0.2667,0.4183,-0.6254,-0.1693,0.0905,-0.0593,-0.187,-0.5572,0.1437,0.5428,0.1754,0.0629,-0.0297,0.0119,1.98,0
1035.0,-1.2922,0.6944,1.1641,1.3053,-0.3024,0.5531,1.1466,0.0084,-0.3635,0.3958,1.4031,1.0447,0.1618,-0.057,-0.442,-1.0742,0.3378,-0.3183,0.9743,-0.0366,-0.0863,0.5318,0.1615,0.2668,-0.0943,-0.3142,-0.1376,-0.3816,155.75,0
1041.0,0.8924,-0.346,0.0513,0.7411,-0.4526,-0.7244,0.4159,-0.2158,-0.2353,-0.0458,1.4523,1.4539,0.5423,0.2969,-0.717,-0.2028,-0.2253,-0.2568,0.2826,0.272,0.1089,0.0804,-0.2548,0.6388,0.5685,0.5036,-0.0838,0.0242,173.0,0
1042.0,-1.4341,0.0529,-0.1597,-2.3852,0.8373,-0.8641,0.0587,0.4436,0.3823,-1.2464,0.7383,1.0383,0.0017,0.8468,0.6422,-0.4744,-0.2645,0.1589,0.8598,-0.0352,0.1284,0.3088,-0.4164,-0.741,-0.1167,-0.0871,0.1944,-0.0206,1.0,0
1045.0,-1.1198,-0.3218,1.0516,-0.6193,0.7194,-0.5283,1.0791,-0.398,0.194,-0.5736,-1.326,-0.0106,0.445,-0.4468,-0.2912,0.2477,-0.8126,-0.3782,-0.0214,0.0275,-0.2146,-0.4491,-0.0279,-0.4003,-0.3055,0.236,-0.1703,-0.0323,158.0,0
1046.0,1.2122,0.1809,0.5273,0.5083,-0.437,-0.6696,-0.0469,-0.0512,-0.1937,0.106,1.4577,0.9833,0.0916,0.4642,0.3472,0.5066,-0.6663,-0.0288,0.1713,-0.0856,-0.2058,-0.6451,0.1231,0.3204,0.1818,0.0774,-0.0343,0.009,4.49,0
1049.0,1.0803,0.5128,0.8509,2.3609,-0.076,0.1453,-0.0527,0.175,-1.0073,0.7956,1.6103,0.7705,-0.1379,0.5331,0.102,0.6223,-0.5448,-0.4855,-1.0676,-0.1775,-0.1556,-0.5374,0.1863,0.1767,0.116,-0.2667,0.0054,0.0175,5.47,0
1050.0,-0.2027,-0.4097,1.0089,0.1309,-1.4991,1.0219,-1.5224,-2.444,1.1965,-1.5579,0.5167,1.8403,0.0304,0.0985,-0.2915,-1.3689,0.7435,0.8319,2.6976,1.1903,-1.025,1.1803,-0.3085,0.1059,0.8617,-0.1756,0.1859,0.2847,198.83,0
1053.0,-0.4686,1.8569,-0.1112,0.8781,1.5793,-1.4698,1.6808,-0.6833,-0.8807,-1.1794,2.7408,-0.2076,-0.3564,-3.7646,0.2177,0.8739,2.3299,1.8609,-0.4457,0.1456,-0.1323,-0.1197,-0.4369,0.2063,0.2556,-0.4492,-0.5173,-0.3001,2.33,0
1058.0,-0.6299,1.241,1.2904,0.1112,-0.4419,-1.1288,0.4296,0.2422,-0.7602,-0.7128,-0.2215,0.5138,0.5952,0.4277,0.6452,0.1856,-0.1583,-0.4633,-0.0911,-0.1401,-0.0604,-0.3196,0.1474,0.7113,-0.6896,-0.0382,-0.0063,0.1031,6.25,0
1066.0,-1.8268,-0.1146,2.7071,-0.3851,0.4686,0.1909,0.0796,0.4403,0.1736,-1.0069,0.8254,0.9833,-0.2409,-0.409,-1.3875,0.5354,-0.8429,-0.0304,-1.7095,-0.4069,0.0222,0.2922,0.3322,-0.0202,0.6105,-0.6232,0.0334,-0.018,3.5,0
1080.0,-1.3609,-0.0646,0.2497,-1.9726,0.3302,-2.2471,0.1496,0.1968,0.5366,-1.4913,-0.4944,0.4504,-0.2263,0.7677,1.0319,-0.6225,0.0368,-0.098,0.5957,0.2025,0.1628,0.2064,-0.1526,0.4323,-0.084,-0.1414,0.2515,-0.01,1.0,0
1082.0,-0.4695,0.9849,1.6667,-0.0975,-0.1365,-0.6959,0.5897,0.0819,-0.6308,-0.136,1.4389,0.5717,-0.3426,0.4013,0.1604,0.3471,-0.5552,0.1073,0.2281,0.0846,-0.1659,-0.4653,-0.0066,0.5094,-0.2601,0.042,0.2602,0.1123,2.69,0
1083.0,-0.2626,0.117,0.1102,-1.703,-0.8771,-1.4274,-0.326,-3.065,0.4376,-1.9677,0.1954,0.9043,-0.4645,1.0004,1.0558,-0.5917,0.1411,-0.4318,-0.0098,0.835,-1.1393,0.4544,-0.159,0.9761,0.6844,-0.1061,0.0409,0.2794,160.0,0
1083.0,-3.0211,-0.596,0.1667,-0.0415,-0.021,-0.6475,0.6753,0.4063,-0.4858,-1.2608,-1.081,1.8427,3.0996,-0.3266,-0.9168,0.235,-0.2622,-0.73,0.2573,-0.709,-0.2651,-0.0198,1.1587,-0.0194,0.3444,0.4022,-0.0427,-0.284,158.0,0
1092.0,-0.628,1.0089,0.3441,-0.2948,2.2652,0.4254,0.9797,-0.0178,-0.7721,-1.0414,0.4805,0.185,0.8605,-1.723,0.0539,1.0267,-0.1061,1.1719,-0.5858,0.1152,-0.0307,0.0459,-0.5271,-1.832,0.401,-0.4034,-0.0468,-0.0972,1.0,0
